track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
0qMip0B2D4ePEjBJvAtYre,LiSA,LEO-NiNE,紅蓮華,74,237586,FALSE,0.541,0.977,4,-2.828,0,0.157,0.00321,5.13e-5,0.0796,0.263,134.938,4,anime
3BLWGYOcy1svvsBByeFxLh,John Legend,LEGEND,Wonder Woman,71,168562,FALSE,0.628,0.476,0,-4.947,1,0.0352,0.417,0,0.121,0.336,147.915,4,soul
2Cdvbe2G4hZsnhNMKyGrie,Joan Jett & the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),I Love Rock 'N Roll,77,175173,FALSE,0.535,0.716,4,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,4,punk-rock
6TBJkXHPhu3EsMk1bshwuI,LeeHi,4 ONLY,ONLY,77,240906,FALSE,0.536,0.296,5,-7.451,1,0.0346,0.892,0,0.0873,0.151,122.907,3,k-pop
7H3mfOvtPNA8YDF3EdKy0L,Neeraj Shridhar;Kavita Seth,Cocktail (Original Motion Picture Soundtrack),Tum Hi Ho Bandhu,71,283693,FALSE,0.715,0.89,11,-5.438,0,0.051,0.00111,8.37e-4,0.0297,0.891,134.994,4,hip-hop
4xkOaSrkexMciUUogZKVTS,Eminem;Nate Dogg,The Eminem Show,Till I Collapse,86,297786,TRUE,0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447,4,hip-hop
1yKu2MhpwzDXXH2tzG6xoa,Weezer,Make Believe,Beverly Hills,71,196093,FALSE,0.693,0.823,5,-3.761,1,0.0726,0.0932,0,0.328,0.741,87.904,4,power-pop
70C4NyhjD5OZUMzvWZ3njJ,Billy Joel,Piano Man (Legacy Edition),Piano Man,77,339000,FALSE,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-6,0.192,0.429,177.734,3,folk
0qcr5FMsEO85NAQjrlDRKo,Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),"Let It Go - From ""Frozen""/Soundtrack Version",75,223840,FALSE,0.543,0.485,8,-6.85,1,0.0305,0.558,0,0.12,0.371,136.961,4,show-tunes
6g6MHm9u0h2Em9Xuk89eqR,EDIS,Arıyorum,Arıyorum,72,193805,FALSE,0.442,0.73,8,-4.673,0,0.0755,0.0781,5.24e-6,0.156,0.381,97.062,4,turkish
2f0Ft2XdvNSMSY5TUlZgEz,Pablo Alborán,Prometo,Saturno,77,253760,FALSE,0.278,0.572,7,-8.295,1,0.0407,0.392,0,0.063,0.311,95.351,3,spanish
4fsQ0K37TOXa3hEQfjEic1,LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,77,184444,FALSE,0.882,0.797,10,-3.299,0,0.0819,0.0821,0,0.113,0.824,105.025,4,k-pop
5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,La Bachata,98,162637,FALSE,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-6,0.218,0.85,124.98,4,latin
0sTlGEld0h8kIPZaKDYUf4,The Rare Occasions,Notion,Notion,83,195120,FALSE,0.309,0.883,9,-3.825,1,0.0808,0.0673,0.00111,0.0849,0.312,159.488,4,indie
5o5akY9xnEk6lpMkD8RwD9,Melanie Martinez,K-12,Teacher's Pet,76,241893,TRUE,0.686,0.794,7,-6.136,0,0.0385,0.27,2.25e-5,0.125,0.532,140.952,3,electro
2sEk5R8ErGIFxbZ7rX6S2S,MARINA,Electra Heart (Deluxe),How to Be a Heartbreaker,71,221493,FALSE,0.69,0.897,11,-4.696,0,0.0506,0.0142,0,0.108,0.849,140.05,4,alternative
1dfsPqH09vnzUWEOsN98Ex,SEULGI,28 Reasons - The 1st Mini Album,28 Reasons,78,189413,FALSE,0.766,0.651,5,-3.546,0,0.0952,0.211,2.51e-6,0.144,0.488,121.995,4,k-pop
1OEoNpiyqBghuEUaT6Je6U,Guns N' Roses,Appetite For Destruction (Super Deluxe Edition),Patience,72,354880,TRUE,0.457,0.297,6,-12.511,1,0.0306,0.686,1.07e-4,0.109,0.333,120.021,4,hard-rock
6y20BV5L33R8YXM0YuI38N,Queens of the Stone Age,Songs For The Deaf,No One Knows,72,278746,FALSE,0.509,0.584,0,-4.907,1,0.057,0.0368,9.96e-5,0.384,0.685,170.411,4,blues
6bp0sJ0l3Ab3ZU0aktsYCf,Robin Schulz;Tom Walker,Sun Will Shine,Sun Will Shine,71,201700,FALSE,0.534,0.714,6,-6.347,0,0.0629,0.00633,0,0.0879,0.415,125.99,4,german
6T4o4xEh61CpgM9v4jG5DJ,Stray Kids,MAXIDENT,"3RACHA (Bang Chan, Changbin, HAN)",75,208573,FALSE,0.721,0.856,0,-3.117,0,0.301,0.229,0,0.0853,0.627,142.068,4,k-pop
127uq83uGFapbddqiMUKky,David Guetta;Akon,One More Love,Sexy Bitch (feat. Akon),77,195853,TRUE,0.813,0.627,11,-5.018,0,0.0486,0.0771,6.16e-4,0.131,0.801,130.011,4,edm
41CgzGD7xlgnJe14R4cqkL,Lauv,I met you when I was 18. (the playlist),Paris in the Rain,73,204712,FALSE,0.426,0.408,3,-9.419,1,0.0524,0.771,7.88e-6,0.394,0.528,76.309,4,electro
7fcfNW0XxTWlwVlftzfDOR,Pantera,Vulgar Display of Power,Walk,74,315120,TRUE,0.43,0.704,1,-8.008,0,0.0804,1.55e-4,0.00221,0.0933,0.703,118.242,4,alt-rock
2hgzdQdnfWwtdpZbhZlV72,Jennifer Lopez,Ain't Your Mama,Ain't Your Mama,71,218234,FALSE,0.757,0.678,8,-5.529,0,0.233,0.0472,9.14e-6,0.0654,0.82,120.075,4,dance
4FjkjrvfbB3C4eUqWlw3vB,Rvfv;Pablo Mas,NASTU,Mami,74,168367,FALSE,0.707,0.572,1,-5.378,1,0.157,0.497,4.06e-6,0.126,0.456,98.003,4,latino
3Q7o2zzvXj7QiSCumjBpvu,Becky G;Daviles de Novelda,AMANTES,AMANTES,72,180153,FALSE,0.736,0.77,10,-6.477,0,0.0335,0.109,0,0.112,0.837,135.018,4,reggae
3BHR1mJOqn2UZyq98YKPgd,BLACKPINK,BORN PINK,Typa Girl,82,179172,TRUE,0.918,0.585,7,-7.781,1,0.0889,0.0627,0,0.624,0.519,131.966,4,k-pop
5YbPxJwPfrj7uswNwoF1pJ,Burna Boy,"Love, Damini",Last Last,83,172342,FALSE,0.795,0.565,3,-4.457,0,0.0948,0.131,0,0.0802,0.55,87.925,4,dancehall
3rXCZRMiMZp0feGcYXpwYX,The Chicks,Fly,Cowboy Take Me Away,71,287266,FALSE,0.467,0.622,6,-7.255,1,0.031,0.365,0.00527,0.0982,0.455,164.418,4,country
6HSXNV0b4M4cLJ7ljgVVeh,Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),Knockin' On Heaven's Door,73,149880,FALSE,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,4,country
0trHOzAhNpGCsGBEu7dOJo,Nas,Illmatic,N.Y. State of Mind,72,293973,TRUE,0.665,0.91,6,-4.682,0,0.223,0.0394,0,0.227,0.887,84.099,4,hardcore
7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,÷ (Deluxe),Shape of You,86,233712,FALSE,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,4,pop
6otiaV2fagE3s8IvP6WkwG,Simple Plan,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",I'm Just a Kid,72,198333,FALSE,0.527,0.834,1,-5.531,1,0.0447,0.00107,1.02e-4,0.0993,0.422,110.065,4,punk-rock
2LsbizbOeNa4x6qsi2jAMb,Jarabe De Palo,La Flaca,La flaca,76,261200,FALSE,0.871,0.481,7,-9.068,1,0.0383,0.52,5.54e-5,0.0809,0.664,103.063,4,spanish
6KL88T4Ma4ABXqzgUoEwkd,OneRepublic,Human (Deluxe),Run,75,168259,FALSE,0.682,0.72,11,-8.176,0,0.0382,0.321,0,0.205,0.649,116.988,4,piano
70eDxAyAraNTiD6lx2ZEnH,Elle King,Love Stuff,Ex's & Oh's,73,202173,FALSE,0.612,0.921,7,-2.882,1,0.085,0.0183,0,0.0576,0.446,139.988,4,blues
6OZwia8loN0aPS0vTvsBjR,Alonzo;Ninho;Naps,QUARTIERS NORD,TOUT VA BIEN (feat. Ninho & Naps),79,192960,TRUE,0.66,0.72,3,-5.874,0,0.0753,0.301,0,0.226,0.628,99.937,4,french
5MhsZlmKJG6X5kTHkdwC4B,AronChupa;Little Sis Nora,I'm an Albatraoz,I'm an Albatraoz,72,166848,TRUE,0.883,0.817,0,-5.414,1,0.235,0.601,0.00449,0.11,0.595,128.078,4,swedish
6Tvzf3VEi16JMhAgOwdt2y,Imagine Dragons,Origins (Deluxe),Birds,72,219440,FALSE,0.649,0.517,1,-7.428,0,0.0297,0.0146,1.63e-6,0.145,0.35,119.997,4,rock
2rOnSn2piaqLAlYjtfUBlY,Tanishk Bagchi;Jubin Nautiyal;Asees Kaur,"Raataan Lambiyan (From ""Shershaah"")","Raataan Lambiyan (From ""Shershaah"")",78,230292,FALSE,0.72,0.63,10,-5.549,1,0.0413,0.615,0,0.108,0.512,81.009,4,pop
5n0CTysih20NYdT2S0Wpe8,Cage The Elephant,Tell Me I'm Pretty,Trouble,72,225973,FALSE,0.47,0.623,0,-5.655,1,0.0302,0.392,4.39e-4,0.0992,0.298,77.861,4,blues
5imShWWzwqfAJ9gXFpGAQh,John Mayer,Continuum,Waiting On the World to Change,73,201173,FALSE,0.578,0.756,2,-5.82,1,0.115,0.157,2.32e-4,0.249,0.663,176.739,4,singer-songwriter
200x8ONbPfFzByUr3fVz46,Cole Swindell,Stereotype,She Had Me At Heads Carolina,82,206106,FALSE,0.607,0.912,8,-3.449,1,0.0611,0.124,0,0.332,0.722,134.944,4,country
6nTiIhLmQ3FWhvrGafw2zj,Green Day,American Idiot,American Idiot,79,176346,TRUE,0.38,0.988,1,-2.042,1,0.0639,2.64e-5,7.86e-5,0.368,0.769,186.113,4,punk
4w8niZpiMy6qz1mntFA5uM,DJ Snake;Selena Gomez;Ozuna;Cardi B,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",76,212500,TRUE,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-6,0.0642,0.617,95.881,4,dance
2T3jgoAMbBXiMMD8pSc6QL,Amy Macdonald,This Is The Life (eDeluxe),This Is The Life,75,184413,FALSE,0.628,0.882,1,-5.024,0,0.0323,0.259,0,0.065,0.853,95.083,4,singer-songwriter
5G7pZ8G8NFvS1MQ9H4L7dC,Javed-Mohsin;Arijit Singh;Shreya Ghoshal,Pal,Pal,72,247286,FALSE,0.51,0.502,7,-7.016,0,0.0325,0.71,0,0.0708,0.321,133.885,4,pop
4OAPnWJ3J5w4c4IBLh2chn,Daddy Yankee;El Alfa;Lil Jon,LEGENDADDY,BOMBÓN,78,182413,TRUE,0.843,0.789,7,-2.801,1,0.247,0.0028,2.41e-5,0.0322,0.571,125.071,4,latino
1V6gIisPpYqgFeWbMLI0bA,Demi Lovato,Demi,Heart Attack,78,210840,FALSE,0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,4,dance
2stkLJ0JNcXkIRDNF3ld6c,Randy Newman,Toy Story,"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version",71,124160,FALSE,0.689,0.333,0,-12.134,0,0.0307,0.817,5.13e-6,0.285,0.471,115.835,4,disney
13MF2TYuyfITClL1R2ei6e,BLACKPINK,SQUARE ONE,BOOMBAYAH,77,240793,FALSE,0.661,0.836,5,-3.164,0,0.059,0.00268,0,0.497,0.396,124.952,4,k-pop
3FtYbEfBqAlGO46NUDQSAt,MGMT,Oracular Spectacular,Electric Feel,77,229640,FALSE,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3,alt-rock
7ks6AZmFcm3Y6PGGxGSmlB,David Guetta,Nothing but the Beat (Ultimate Edition),Where Them Girls At (feat. Nicki Minaj & Flo Rida),73,194840,TRUE,0.666,0.876,3,-3.078,1,0.0414,0.055,0,0.259,0.552,129.884,4,edm
4EchqUKQ3qAQuRNKmeIpnf,The Offspring,Americana,The Kids Aren't Alright,81,180160,FALSE,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-5,0.0579,0.766,99.607,4,alt-rock
3kxkjirben9RVm9NqYa6rm,Phantogram;Future Islands,Black Out Days (Future Islands Remix),Black Out Days - Future Islands Remix,76,248346,FALSE,0.477,0.483,4,-9.413,0,0.0364,0.0027,0.783,0.156,0.123,170.026,4,indie
69vlMrzHwATKzupwNcUPyK,Bad Bunny;Daddy Yankee,YHLQMDLG,La Santa,84,206420,TRUE,0.744,0.868,1,-4.524,1,0.047,0.0326,0,0.0822,0.586,93.037,4,latino
6O734u9qnz6B4gWMyszWhi,BTS,The Most Beautiful Moment in Life Pt.2,Silver Spoon,71,233160,FALSE,0.65,0.879,9,-2.886,1,0.073,0.00104,0,0.0483,0.536,166.895,4,k-pop
3sOEVB8DirQtZc0qhw8lJc,TWICE,BETWEEN 1&2,Queen of Hearts,72,186946,FALSE,0.666,0.847,10,-2.526,0,0.106,0.102,0,0.0702,0.815,149.94,4,k-pop
0b18g3G5spr4ZCkz7Y6Q0Q,Majestic;Boney M.,Rasputin,Rasputin,80,186209,FALSE,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-5,0.193,0.658,128.04,4,dance
1QEEqeFIZktqIpPI4jSVSF,Boston,Boston,More Than a Feeling,79,285133,FALSE,0.377,0.681,7,-8.039,1,0.0298,8.8e-4,0.0023,0.0504,0.285,108.789,4,country
0KzAbK6nItSqNh8q70tb0K,Pixies,Death to the Pixies,Where Is My Mind?,77,229226,FALSE,0.513,0.442,4,-13.529,1,0.0343,0.00731,8.38e-4,0.0878,0.243,81.201,4,alt-rock
5PRRthP9SLfbXB359MfIWv,Mumford & Sons,Babel (Deluxe Version),I Will Wait,71,276720,FALSE,0.486,0.769,1,-5.14,1,0.0341,0.0119,0.00832,0.197,0.393,131.286,4,folk
5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,17,Revenge,87,120026,TRUE,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,4,emo
2xPV95cfbyusygMTxpa3SW,Dan + Shay,Good Things,You,72,196253,FALSE,0.544,0.572,0,-6.205,1,0.0319,0.118,0,0.234,0.52,169.885,4,country
4lhqb6JvbHId48OUJGwymk,Avicii,True,Hey Brother,77,255093,FALSE,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-5,0.0828,0.458,125.014,4,edm
7me5d5XmtCCfbDk3SsyXqM,D.O.D,Every Step,Every Step,71,159857,FALSE,0.662,0.872,0,-4.874,0,0.0318,0.0729,0.016,0.156,0.372,121.989,4,deep-house
0rbKrBvZUYY9GN9l057BuY,Jeremy Zucker,love is not dying,"always, i'll care",74,146160,FALSE,0.732,0.221,6,-12.623,1,0.056,0.897,2.62e-5,0.11,0.677,105.165,4,electro
2prnn41CblB8B4yWACDljP,Shouse;David Guetta,Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix Edit,81,158095,FALSE,0.621,0.989,10,-4.225,0,0.0434,0.015,0.357,0.184,0.0348,126.002,4,house
47BBI51FKFwOMlIiX6m8ya,Backstreet Boys,Millennium,I Want It That Way,81,213306,FALSE,0.689,0.694,6,-5.83,0,0.027,0.257,0,0.148,0.482,99.039,4,dance
6hmhG1b4LEyNuashVvuIAo,Zara Larsson;MNEK,So Good,Never Forget You,74,213427,FALSE,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-6,0.269,0.276,145.992,4,edm
0W4NhJhcqKCqEP2GIpDCDq,Keyshia Cole,The Way It Is,Love,76,255333,FALSE,0.688,0.519,5,-4.285,1,0.0283,0.064,0,0.1,0.318,116.714,4,soul
3pDhN3qB33AOPhQEkUCaWt,Daddy Yankee,Prestige,Limbo,75,224693,FALSE,0.806,0.875,7,-3.817,1,0.088,0.0838,0.00192,0.065,0.917,125.063,4,latin
4s6LhHAV5SEsOV0lC2tjvJ,The Mamas & The Papas,If You Can Believe Your Eyes & Ears,California Dreamin' - Single Version,78,162373,FALSE,0.552,0.608,1,-9.786,0,0.0345,0.352,0,0.0533,0.637,112.367,4,folk
23OXdR7YuUBVWh5hSnYJau,Twenty One Pilots,Trench,Chlorine,76,324466,FALSE,0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,4,rock
5UlnuulVAVmmesw4VzqHdG,Imagine Dragons;Arcane;League of Legends,Enemy (from the series Arcane League of Legends),Enemy - From the series Arcane League of Legends,80,173381,FALSE,0.722,0.745,7,-4.164,1,0.256,0.247,0,0.419,0.52,77.029,4,rock
5FVbvttjEvQ8r2BgUcJgNg,BTS,BE,Life Goes On,79,207481,FALSE,0.566,0.716,1,-5.733,1,0.0424,0.00691,0,0.37,0.45,81.068,4,k-pop
0kTMK4gNFfLXaTb62w1UaJ,Pablo Pesadilla;Polimá Westcoast;Nickoog Clk;Fran C,BABY OTAKU,BABY OTAKU,88,176470,TRUE,0.835,0.747,9,-4.65,1,0.083,0.0492,0,0.055,0.432,102.003,4,latino
2yjlYDiNiQkdxVqTlaSrlX,Nicki Minaj,Queen Radio: Volume 1,Super Freaky Girl,83,170977,TRUE,0.951,0.878,2,-2.565,1,0.211,0.0509,1.61e-5,0.321,0.923,133.014,4,dance
2ygvZOXrIeVL4xZmAWJT2C,Billie Eilish,my future,my future,72,208155,FALSE,0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,4,electro
70YvYr2hGlS01bKRIho1HM,ZZ Top,Tres Hombres (Expanded 2006 Remaster),La Grange - 2005 Remaster,77,230480,FALSE,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,4,blues
4NkJeL16uUJJJFuZPvR1DC,Lola Indigo;Maria Becerra,DISCOTEKA,DISCOTEKA,76,174801,FALSE,0.795,0.854,0,-5.462,1,0.0444,0.162,1.21e-6,0.0923,0.549,105.992,4,spanish
0pNeVovbiZHkulpGeOx1Gj,The Beatles,Abbey Road (Remastered),Something - Remastered 2009,72,182293,FALSE,0.396,0.338,0,-10.872,1,0.0304,0.198,2.62e-6,0.138,0.377,133.522,4,british
1foMv2HQwfQ2vntFf9HFeG,Gorillaz,Plastic Beach,Rhinestone Eyes,80,200173,FALSE,0.676,0.703,8,-5.815,0,0.0302,0.0869,6.87e-4,0.0463,0.852,92.761,4,alternative
10n66m41IGjA2ZulKPK7Ew,Madrigal,Seni Dert Etmeler,Seni Dert Etmeler,77,188500,FALSE,0.552,0.608,5,-11.211,0,0.0274,0.148,2.05e-5,0.332,0.835,88.002,4,turkish
1g4cZvi0nLeeIycd0Rkljj,Lola Indigo;TINI;Belinda,La Niña,La Niña de la Escuela,72,204414,FALSE,0.707,0.876,1,-1.887,1,0.0787,0.173,9.36e-6,0.932,0.853,176.068,4,spanish
2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Pendulum (Expanded Edition),Have You Ever Seen The Rain,84,160133,FALSE,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-5,0.133,0.774,116.109,4,country
1MqzIgGsHP4cNjPboevsfq,Indila,Mini World,Tourner Dans Le Vide,78,246093,FALSE,0.594,0.698,6,-8.645,0,0.0428,0.103,0,0.173,0.376,119.991,4,french
0RDqNCRBGrSegk16Avfzuq,TWICE,BETWEEN 1&2,Talk that Talk,86,177466,FALSE,0.772,0.907,3,-2.438,0,0.124,0.136,0,0.334,0.783,119.973,4,k-pop
2iHsdUnmKGIuc9oRE3DfgJ,Mimi Webb,House On Fire,House On Fire,73,140803,FALSE,0.61,0.747,2,-4.543,1,0.109,0.0245,0,0.106,0.439,150.088,4,singer-songwriter
5AyL2kgLtTWEu3qO3B9SqK,Far East Movement;The Cataracs;DEV,Free Wired,Like A G6,74,216893,FALSE,0.435,0.837,3,-8.126,1,0.449,0.00676,0,0.117,0.778,124.913,4,edm
2ajUl8lBLAXOXNpG4NEPMz,Michael Bublé,Michael Bublé,Sway,74,188066,FALSE,0.713,0.639,2,-5.529,0,0.0313,0.753,0,0.0878,0.737,125.959,4,j-pop
4BggEwLhGfrbrl7JBhC8EC,Crazy Town,The Gift Of Game,Butterfly,73,216733,FALSE,0.736,0.811,9,-4.17,0,0.081,0.00132,1.42e-4,0.107,0.609,103.502,4,alt-rock
1kPpge9JDLpcj15qgrPbYX,Owl City;Carly Rae Jepsen,The Midsummer Station,Good Time,78,205933,FALSE,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-6,0.371,0.682,126.05,4,indie-pop
5k3U0OGYBccHdKJJu3HrUN,Nathan Lane;Ernie Sabella;Jason Weaver;Joseph Williams,The Lion King,"Hakuna Matata - From ""The Lion King""/Soundtrack",72,213600,FALSE,0.408,0.313,0,-18.09,1,0.137,0.617,1.18e-5,0.115,0.725,170.013,4,disney
1uveEvgKX4irLcp1BUTIFD,yama,色彩,色彩,71,192175,FALSE,0.581,0.926,7,-3.268,0,0.0662,0.176,0,0.251,0.874,117.04,4,j-pop
1jEBSDN5vYViJQr78W7jr2,Charlie Puth,CHARLIE,Light Switch,71,187703,FALSE,0.689,0.627,6,-5.692,1,0.308,0.105,3.21e-4,0.0905,0.905,184.008,4,dance
7uYQELhe7g6QLIzZDOlhbW,Yoke Lore,Goodpain,Beige,74,204208,FALSE,0.434,0.677,10,-7.535,1,0.119,0.384,0.0684,0.119,0.218,167.923,4,folk
3hhbDnFUb2bicI2df6VurK,Leon Bridges,Coming Home (Deluxe),River,74,240200,FALSE,0.635,0.184,8,-10.785,1,0.0456,0.665,0,0.146,0.177,128.424,4,blues
70Z9t1qhytWtG4cCmmi7mU,Twisted Sister,Stay Hungry,I Wanna Rock,73,179760,FALSE,0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,4,hard-rock
14dJexYlvd3t3XAtD1pYW1,The 1975,Being Funny In A Foreign Language,Oh Caroline,76,212568,FALSE,0.646,0.85,2,-5.466,1,0.0428,0.363,4.01e-5,0.0994,0.819,96.538,4,alt-rock
0wvIGFIgbyz4JNwQhZgTv2,Alice In Chains,Dirt (2022 Remaster),Rooster (2022 Remaster),71,374333,FALSE,0.271,0.551,3,-8.46,1,0.0272,0.0307,5.81e-4,0.118,0.2,143.899,3,grunge
7eqoqGkKwgOaWNNHx90uEZ,Frank Ocean,Blonde,Nights,80,307151,TRUE,0.457,0.551,5,-9.36,0,0.167,0.427,1.15e-6,0.113,0.428,89.87,4,soul
5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,AM,Do I Wanna Know?,88,272394,FALSE,0.548,0.532,5,-7.596,1,0.0323,0.186,2.63e-4,0.217,0.405,85.03,4,garage
3kNVYo6BJE9AENxzokM9YC,Calle 13,Entren Los Que Quieran,Muerte En Hawaii,71,189866,FALSE,0.675,0.588,3,-7.168,1,0.177,0.789,0,0.95,0.879,79.989,4,afrobeat
